queue_length,arrival_rate,departure_rate,time_of_day,is_bottleneck
12,1.75,0.24,19,TRUE
20,5.03,2.83,7,TRUE
1,0.49,8.74,9,FALSE
45,6.67,9.1,17,FALSE
4,5.94,1.79,19,FALSE
22,2.76,5.97,11,FALSE
44,5.04,0.34,10,TRUE
21,8.56,6.6,15,TRUE
29,0.61,4.12,12,FALSE
6,0.72,6.63,9,FALSE
31,5.93,0.88,19,TRUE
31,0.63,6.15,8,FALSE
16,7.15,3.0,9,TRUE
36,2.3,7.29,20,FALSE
28,0.81,9.88,21,FALSE
17,1.42,9.19,7,FALSE
11,4.47,0.13,14,TRUE
34,6.89,2.0,19,TRUE
20,7.21,4.66,17,TRUE
8,2.95,8.27,7,FALSE
45,8.53,0.33,15,TRUE
49,5.26,1.34,16,TRUE
26,4.98,9.82,7,FALSE
38,6.82,8.96,17,FALSE
11,0.58,9.79,10,FALSE
37,0.17,5.98,14,FALSE
14,9.65,3.21,12,TRUE
34,9.0,9.15,7,FALSE
35,7.72,8.21,15,FALSE
13,3.17,6.3,13,FALSE
48,6.39,6.32,16,FALSE
50,9.48,7.75,19,TRUE
49,0.67,3.81,16,FALSE
49,9.43,8.8,21,FALSE
1,8.01,1.51,7,FALSE
23,6.61,4.56,10,TRUE
21,2.61,6.92,17,FALSE
21,7.34,1.4,19,TRUE
37,0.88,1.35,16,FALSE
7,0.65,5.54,10,FALSE
1,7.64,9.44,7,FALSE
23,4.69,3.26,14,FALSE
45,1.33,4.46,18,FALSE
17,5.13,8.02,14,FALSE
37,8.57,2.32,21,TRUE
22,8.5,2.74,9,TRUE
46,5.94,6.42,15,FALSE
12,0.7,4.29,8,FALSE
2,6.4,0.39,17,FALSE
6,3.95,7.3,8,FALSE
23,2.93,4.39,20,FALSE
33,0.65,3.69,13,FALSE
8,1.24,3.55,9,FALSE
26,4.93,7.04,10,FALSE
4,1.51,3.72,19,FALSE
18,8.05,6.16,10,TRUE
46,6.25,2.8,11,TRUE
20,9.66,5.79,10,TRUE
32,9.99,4.36,11,TRUE
3,1.74,2.12,10,FALSE
2,2.45,1.81,16,FALSE
28,0.02,3.94,18,FALSE
41,7.73,9.53,17,FALSE
34,5.1,0.87,12,TRUE
19,0.42,1.33,13,FALSE
34,0.6,5.84,8,FALSE
21,9.15,2.57,10,TRUE
13,2.78,7.54,11,FALSE
1,2.08,3.86,9,FALSE
50,3.27,9.59,17,FALSE
31,0.12,3.4,21,FALSE
37,9.91,1.26,15,TRUE
32,9.4,0.59,10,TRUE
16,9.01,3.63,20,TRUE
16,2.13,4.89,21,FALSE
49,8.58,9.1,18,FALSE
37,0.31,6.39,10,FALSE
45,5.38,5.18,8,FALSE
14,5.72,2.22,20,TRUE
11,5.97,7.49,13,FALSE
30,0.37,1.27,10,FALSE
43,4.81,5.7,7,FALSE
44,3.36,2.32,20,FALSE
35,1.6,4.98,8,FALSE
3,6.2,7.63,19,FALSE
43,4.13,2.54,17,TRUE
19,4.32,7.73,11,FALSE
49,4.94,9.61,16,FALSE
42,8.45,8.59,8,FALSE
24,1.39,8.01,17,FALSE
34,7.65,9.16,17,FALSE
27,7.33,0.98,15,TRUE
22,8.71,7.25,15,FALSE
25,3.8,0.64,7,TRUE
19,7.8,1.4,18,TRUE
6,9.0,0.1,21,FALSE
34,7.95,2.22,20,TRUE
29,8.94,9.5,21,FALSE
36,8.85,3.54,7,TRUE
48,4.36,5.61,16,FALSE
20,1.13,9.99,13,FALSE
21,0.18,8.09,12,FALSE
18,6.11,9.33,9,FALSE
30,0.19,1.72,19,FALSE
15,3.03,5.58,15,FALSE
50,8.47,2.36,12,TRUE
38,0.91,5.21,7,FALSE
5,8.48,8.45,12,FALSE
41,2.72,9.74,7,FALSE
25,4.4,3.35,7,FALSE
24,6.06,4.86,21,FALSE
9,6.62,6.11,8,FALSE
7,2.19,0.48,8,FALSE
3,6.29,6.62,7,FALSE
43,2.45,8.78,13,FALSE
43,9.92,1.37,11,TRUE
20,5.1,0.96,8,TRUE
16,5.98,0.74,12,TRUE
39,7.76,0.17,12,TRUE
48,5.91,7.49,10,FALSE
29,7.55,9.95,17,FALSE
19,2.81,0.17,11,TRUE
6,8.57,4.56,21,FALSE
32,4.76,0.57,14,TRUE
19,6.13,7.39,20,FALSE
30,4.06,5.92,17,FALSE
32,0.7,5.79,17,FALSE
43,4.07,7.27,9,FALSE
3,0.41,2.95,21,FALSE
15,4.06,2.99,7,FALSE
15,5.23,9.32,10,FALSE
24,5.3,2.69,16,TRUE
11,7.64,0.44,10,TRUE
18,8.68,0.5,21,TRUE
30,1.94,8.05,17,FALSE
9,7.14,3.58,16,FALSE
0,8.81,5.76,8,FALSE
38,1.31,1.67,8,FALSE
1,3.64,8.84,12,FALSE
2,2.97,9.97,13,FALSE
5,1.28,2.76,19,FALSE
11,9.41,4.82,20,TRUE
35,3.46,7.55,19,FALSE
45,0.09,0.43,21,FALSE
7,5.04,5.37,8,FALSE
7,4.06,7.98,10,FALSE
33,4.98,7.54,11,FALSE
21,9.57,7.81,7,TRUE
24,8.82,6.08,12,TRUE
15,8.09,0.63,21,TRUE
38,6.49,3.02,15,TRUE
0,7.48,6.9,20,FALSE
13,1.15,2.51,16,FALSE
27,5.4,7.44,9,FALSE
5,5.55,1.4,16,FALSE
37,7.06,5.72,18,FALSE
46,7.81,0.19,18,TRUE
8,4.58,2.44,12,FALSE
45,7.22,1.19,8,TRUE
22,5.73,8.09,21,FALSE
28,3.93,9.8,17,FALSE
47,5.89,4.8,14,FALSE
23,0.42,9.01,9,FALSE
47,0.71,8.9,21,FALSE
45,3.18,2.73,14,FALSE
22,5.11,2.83,11,TRUE
20,8.28,4.51,16,TRUE
24,1.78,0.51,20,FALSE
6,7.26,2.8,10,FALSE
49,7.11,2.53,13,TRUE
23,0.22,1.89,12,FALSE
40,7.92,1.32,7,TRUE
8,7.83,9.24,7,FALSE
36,6.53,7.68,12,FALSE
45,5.86,8.76,18,FALSE
30,6.65,3.92,20,TRUE
13,9.23,5.13,10,TRUE
39,7.44,1.29,20,TRUE
3,8.65,0.74,13,FALSE
25,2.43,7.4,16,FALSE
44,8.5,7.52,13,FALSE
22,2.7,1.35,20,FALSE
6,0.98,6.25,20,FALSE
19,4.49,8.7,8,FALSE
15,1.36,5.47,7,FALSE
0,9.67,1.0,9,FALSE
1,4.03,9.43,17,FALSE
42,2.45,9.92,20,FALSE
32,0.31,0.15,21,FALSE
50,5.97,2.34,21,TRUE
15,6.43,3.9,15,TRUE
37,7.21,1.65,19,TRUE
12,4.19,9.38,13,FALSE
37,2.56,5.34,20,FALSE
14,8.45,8.9,7,FALSE
40,7.12,4.87,11,TRUE
12,3.41,2.65,8,FALSE
16,4.19,0.52,20,TRUE
50,3.82,5.91,15,FALSE
12,6.79,7.8,18,FALSE
21,9.34,4.15,12,TRUE
21,7.11,0.7,15,TRUE
29,8.61,2.18,15,TRUE
49,0.53,3.87,10,FALSE
18,3.06,6.68,9,FALSE
5,2.2,3.41,21,FALSE
14,0.26,9.98,12,FALSE
5,9.11,8.79,18,FALSE
1,2.88,0.69,13,FALSE
34,0.5,5.08,19,FALSE
40,3.63,2.81,16,FALSE
38,3.42,9.82,18,FALSE
25,6.32,9.05,14,FALSE
7,6.14,9.97,21,FALSE
50,7.51,9.94,10,FALSE
13,7.05,0.1,20,TRUE
2,7.14,6.61,20,FALSE
38,0.23,6.4,19,FALSE
37,9.76,3.02,16,TRUE
2,7.03,2.89,13,FALSE
23,1.73,1.52,21,FALSE
27,5.74,8.65,14,FALSE
18,7.07,9.83,20,FALSE
9,3.7,7.37,12,FALSE
17,0.4,0.75,20,FALSE
25,1.51,2.05,13,FALSE
48,8.04,7.04,9,FALSE
15,1.51,9.16,21,FALSE
34,5.25,2.03,17,TRUE
13,4.75,8.21,11,FALSE
19,2.37,9.65,12,FALSE
31,9.6,3.59,19,TRUE
7,2.69,4.68,20,FALSE
28,6.53,6.39,10,FALSE
49,2.06,3.01,14,FALSE
44,3.35,9.91,21,FALSE
12,3.98,7.01,12,FALSE
3,1.56,5.84,19,FALSE
45,0.21,5.79,20,FALSE
2,4.84,8.5,17,FALSE
5,2.11,0.77,16,FALSE
19,3.78,1.51,7,TRUE
16,5.43,0.42,10,TRUE
7,2.93,4.05,19,FALSE
7,8.01,5.37,19,FALSE
14,0.7,0.88,18,FALSE
47,9.76,3.4,8,TRUE
1,2.95,7.98,7,FALSE
27,1.87,4.8,20,FALSE
5,8.57,8.08,7,FALSE
26,2.2,2.65,14,FALSE
19,7.71,9.87,18,FALSE
47,9.92,3.29,8,TRUE
19,9.93,0.5,15,TRUE
33,4.85,0.27,19,TRUE
21,9.57,8.46,7,FALSE
18,0.27,2.96,19,FALSE
39,0.63,6.24,18,FALSE
10,9.6,6.3,15,FALSE
46,6.33,9.26,13,FALSE
32,7.15,0.54,11,TRUE
2,8.26,6.06,13,FALSE
24,5.4,7.41,13,FALSE
39,8.94,5.6,21,TRUE
21,6.52,9.12,9,FALSE
28,7.3,4.13,21,TRUE
21,6.47,2.46,10,TRUE
41,2.46,0.09,12,TRUE
24,2.68,6.36,20,FALSE
8,1.98,0.78,19,FALSE
17,2.93,4.22,7,FALSE
40,5.4,7.54,21,FALSE
16,1.96,4.81,16,FALSE
10,6.55,0.99,20,FALSE
5,3.82,4.99,14,FALSE
28,7.67,1.9,18,TRUE
10,2.44,9.03,10,FALSE
44,1.02,2.87,17,FALSE
13,3.7,8.71,10,FALSE
42,4.58,4.48,20,FALSE
46,5.28,3.68,10,TRUE
6,6.67,9.17,8,FALSE
11,3.85,4.51,20,FALSE
49,1.74,1.81,8,FALSE
49,7.82,4.52,9,TRUE
22,9.04,7.97,7,FALSE
14,1.3,5.97,17,FALSE
50,8.03,3.79,14,TRUE
28,4.05,0.49,19,TRUE
19,6.49,8.81,11,FALSE
45,9.88,2.71,18,TRUE
39,8.49,3.92,14,TRUE
1,9.38,9.15,16,FALSE
13,2.11,8.31,15,FALSE
19,9.98,2.87,17,TRUE
2,4.95,5.84,21,FALSE
36,2.55,3.08,19,FALSE
28,5.5,3.48,16,TRUE
39,5.45,2.31,12,TRUE
25,2.84,2.76,11,FALSE
19,1.95,2.88,7,FALSE
14,2.17,1.98,10,FALSE
8,0.08,1.3,21,FALSE
22,3.94,0.55,9,TRUE
1,4.2,0.35,20,FALSE
44,8.51,0.66,11,TRUE
7,6.54,2.91,10,FALSE
32,6.47,0.29,8,TRUE
36,6.37,6.15,14,FALSE
44,6.66,4.19,11,TRUE
21,7.07,0.91,20,TRUE
41,6.61,7.61,18,FALSE
22,2.27,7.99,13,FALSE
24,6.59,2.96,21,TRUE
9,6.81,7.23,15,FALSE
47,3.72,5.96,10,FALSE
27,3.18,6.84,10,FALSE
2,4.07,0.28,14,FALSE
1,2.28,0.74,12,FALSE
17,6.68,9.5,11,FALSE
30,7.34,6.34,8,FALSE
45,6.48,7.31,12,FALSE
41,0.92,4.86,13,FALSE
48,4.59,2.41,19,TRUE
31,3.82,4.04,9,FALSE
18,3.29,1.3,7,TRUE
44,7.66,9.43,21,FALSE
32,8.19,8.01,20,FALSE
28,2.91,5.74,19,FALSE
33,6.57,8.75,7,FALSE
42,3.07,5.24,21,FALSE
48,4.59,8.54,19,FALSE
21,6.4,9.31,20,FALSE
17,0.68,6.57,17,FALSE
0,4.59,7.4,12,FALSE
25,9.74,7.08,18,TRUE
18,2.19,2.93,19,FALSE
42,9.16,4.47,14,TRUE
17,9.42,4.59,15,TRUE
34,3.53,2.78,10,FALSE
17,1.94,4.73,15,FALSE
24,8.43,7.47,21,FALSE
46,0.29,8.26,20,FALSE
4,2.83,2.93,16,FALSE
4,9.95,3.87,17,FALSE
41,4.98,7.81,19,FALSE
32,4.63,2.01,15,TRUE
25,4.82,4.5,7,FALSE
20,2.34,5.03,11,FALSE
47,9.5,4.6,10,TRUE
20,7.78,1.59,17,TRUE
13,7.46,7.06,19,FALSE
38,6.6,4.34,7,TRUE
11,5.73,1.27,12,TRUE
28,6.48,2.7,8,TRUE
6,1.48,6.52,7,FALSE
50,9.12,6.74,21,TRUE
36,2.51,8.81,15,FALSE
39,8.25,5.01,17,TRUE
26,0.84,4.6,10,FALSE
50,4.28,0.68,12,TRUE
28,1.98,5.51,12,FALSE
34,0.87,0.54,21,FALSE
18,5.02,0.03,11,TRUE
37,5.11,2.56,16,TRUE
6,7.49,8.83,19,FALSE
44,9.13,1.6,8,TRUE
40,0.76,9.92,15,FALSE
2,6.12,1.52,13,FALSE
47,6.22,6.82,18,FALSE
34,4.33,4.0,8,FALSE
23,3.31,3.08,7,FALSE
21,0.74,7.62,19,FALSE
16,5.6,1.77,18,TRUE
29,2.1,9.37,14,FALSE
23,6.01,0.83,12,TRUE
1,2.98,7.22,14,FALSE
47,1.04,5.68,16,FALSE
2,0.6,8.6,21,FALSE
16,4.31,6.1,9,FALSE
38,1.78,8.43,12,FALSE
43,4.38,9.8,14,FALSE
29,3.39,5.57,16,FALSE
10,4.18,0.32,17,FALSE
20,7.72,0.19,7,TRUE
37,3.94,3.55,15,FALSE
26,8.04,3.03,17,TRUE
35,6.9,1.71,14,TRUE
2,5.25,1.15,7,FALSE
49,7.99,9.19,9,FALSE
22,8.91,8.87,8,FALSE
28,8.77,7.8,20,FALSE
5,6.41,6.52,13,FALSE
19,4.73,3.93,20,FALSE
15,7.84,1.35,8,TRUE
0,8.62,0.06,7,FALSE
36,7.16,8.79,12,FALSE
46,1.17,6.46,14,FALSE
22,2.34,7.26,7,FALSE
11,8.83,4.29,8,TRUE
47,5.13,0.95,11,TRUE
37,7.11,9.92,9,FALSE
21,8.06,6.09,13,TRUE
13,1.86,3.86,19,FALSE
45,1.33,2.04,7,FALSE
31,8.16,0.03,9,TRUE
34,0.99,5.67,19,FALSE
28,4.71,9.58,9,FALSE
24,2.41,1.99,16,FALSE
20,9.83,0.19,16,TRUE
38,6.53,3.6,16,TRUE
17,9.45,2.05,13,TRUE
3,1.72,1.69,11,FALSE
40,3.45,2.03,8,FALSE
29,4.0,3.98,21,FALSE
9,6.43,4.32,9,FALSE
6,2.82,4.76,12,FALSE
34,1.28,5.63,9,FALSE
33,2.88,9.83,9,FALSE
38,2.94,8.51,12,FALSE
32,4.63,1.24,14,TRUE
45,5.22,0.2,14,TRUE
32,2.9,7.76,12,FALSE
49,5.55,4.13,20,FALSE
11,0.45,9.66,15,FALSE
21,7.01,5.2,7,TRUE
11,5.71,6.52,10,FALSE
27,4.51,3.3,7,FALSE
4,5.37,1.22,8,FALSE
37,2.59,1.66,20,FALSE
33,1.12,5.07,14,FALSE
29,9.81,3.19,8,TRUE
31,2.52,1.02,19,FALSE
30,8.61,1.89,18,TRUE
21,3.86,4.01,19,FALSE
1,6.85,3.42,19,FALSE
48,8.35,1.13,15,TRUE
41,2.52,8.4,10,FALSE
18,6.72,4.98,19,TRUE
23,5.43,1.79,16,TRUE
38,1.49,6.93,8,FALSE
20,6.76,6.94,9,FALSE
28,4.64,6.33,11,FALSE
10,3.02,7.92,9,FALSE
47,7.86,1.85,10,TRUE
47,8.48,3.53,7,TRUE
12,6.82,9.37,21,FALSE
5,8.42,1.9,12,FALSE
37,8.34,1.64,9,TRUE
10,1.52,8.1,9,FALSE
10,4.28,6.53,17,FALSE
38,2.27,9.79,12,FALSE
8,9.16,5.29,20,FALSE
20,6.16,1.04,17,TRUE
21,5.89,9.95,18,FALSE
1,2.79,4.41,16,FALSE
13,5.55,4.37,18,FALSE
40,3.15,7.97,13,FALSE
17,2.0,6.39,8,FALSE
16,4.64,4.99,8,FALSE
7,5.01,1.93,10,FALSE
12,3.02,5.2,17,FALSE
6,7.77,8.92,18,FALSE
12,5.24,5.45,12,FALSE
33,8.1,5.45,9,TRUE
40,4.01,9.79,13,FALSE
34,9.99,9.17,12,FALSE
20,9.93,1.72,14,TRUE
45,4.66,5.38,19,FALSE
12,1.88,8.44,21,FALSE
49,1.51,3.48,18,FALSE
29,6.72,1.45,11,TRUE
40,4.48,7.16,16,FALSE
1,2.28,6.48,10,FALSE
6,1.99,0.31,18,FALSE
24,0.05,4.93,18,FALSE
42,1.54,5.82,21,FALSE
41,8.75,7.65,12,FALSE
44,3.21,2.19,8,FALSE
27,5.3,5.16,7,FALSE
44,7.16,4.6,9,TRUE
14,6.66,3.37,10,TRUE
10,2.49,3.11,15,FALSE
15,1.46,6.44,15,FALSE
26,9.82,5.37,15,TRUE
3,8.23,3.63,18,FALSE
32,8.18,8.19,7,FALSE
6,9.23,8.53,21,FALSE
47,9.59,8.85,15,FALSE
44,6.88,9.65,12,FALSE
12,1.52,1.55,10,FALSE
23,7.34,3.96,12,TRUE
46,8.45,2.54,13,TRUE
16,3.18,5.96,18,FALSE
12,9.99,7.8,21,TRUE
43,6.66,2.49,13,TRUE
20,8.48,0.11,7,TRUE
8,2.85,9.33,20,FALSE
31,9.94,7.93,19,TRUE
28,1.17,5.36,14,FALSE
25,4.43,5.48,17,FALSE
32,0.41,2.66,15,FALSE
45,6.88,3.63,7,TRUE
28,0.23,8.0,19,FALSE
23,3.49,1.12,8,TRUE
13,9.8,1.93,9,TRUE
19,3.06,1.98,8,FALSE
31,2.71,4.84,17,FALSE
3,4.96,3.24,16,FALSE
10,1.82,8.26,8,FALSE
6,2.98,7.32,7,FALSE
38,9.51,7.63,21,TRUE
33,1.27,5.07,7,FALSE
14,7.75,2.17,17,TRUE
37,9.28,3.63,12,TRUE
50,1.48,6.38,16,FALSE
29,3.36,9.5,17,FALSE
37,9.47,7.49,7,TRUE
35,6.94,5.21,8,TRUE
50,3.02,7.55,17,FALSE
2,8.94,9.01,16,FALSE
26,5.8,3.07,11,TRUE
18,1.89,9.6,18,FALSE
27,5.21,5.52,16,FALSE
19,6.23,3.68,16,TRUE
24,5.26,7.27,11,FALSE
49,3.14,4.09,7,FALSE
25,6.67,9.5,20,FALSE
49,8.43,3.59,19,TRUE
42,3.73,3.44,12,FALSE
23,4.48,2.35,19,TRUE
11,4.46,1.87,21,TRUE
49,2.93,8.55,16,FALSE
24,7.51,7.93,18,FALSE
48,0.66,0.38,15,FALSE
31,3.75,1.28,18,TRUE
46,1.53,8.63,10,FALSE
28,2.89,7.4,20,FALSE
25,7.56,3.24,7,TRUE
24,3.02,9.07,17,FALSE
20,0.24,2.71,9,FALSE
40,5.81,4.42,12,FALSE
46,2.39,3.08,15,FALSE
25,2.58,4.09,10,FALSE
30,4.75,3.44,10,FALSE
6,3.26,3.52,17,FALSE
0,3.85,6.87,7,FALSE
11,0.26,0.33,14,FALSE
3,9.69,8.45,15,FALSE
27,0.46,9.53,12,FALSE
6,5.59,0.82,9,FALSE
45,7.58,9.12,17,FALSE
19,1.38,3.83,8,FALSE
28,5.56,9.48,13,FALSE
23,8.32,6.45,21,TRUE
5,2.87,1.33,13,FALSE
8,0.84,6.94,20,FALSE
21,0.08,5.91,19,FALSE
41,2.16,6.47,10,FALSE
39,6.77,0.82,18,TRUE
26,0.18,5.45,19,FALSE
22,8.94,5.6,8,TRUE
14,0.65,2.91,12,FALSE
8,6.87,0.87,10,FALSE
20,8.42,5.56,14,TRUE
30,2.96,4.36,10,FALSE
49,0.61,3.07,7,FALSE
12,6.61,8.55,17,FALSE
42,3.05,4.42,9,FALSE
48,2.22,9.74,21,FALSE
18,9.21,9.66,13,FALSE
27,8.65,4.74,16,TRUE
4,9.67,0.43,10,FALSE
11,1.68,8.9,19,FALSE
40,4.66,4.93,15,FALSE
7,0.14,8.12,12,FALSE
39,6.97,3.95,12,TRUE
18,1.57,3.95,10,FALSE
14,5.87,9.22,14,FALSE
8,2.36,3.56,10,FALSE
21,5.59,5.45,7,FALSE
9,0.48,0.1,20,FALSE
1,5.49,0.83,16,FALSE
22,7.42,3.97,9,TRUE
16,2.67,2.99,19,FALSE
14,7.4,1.64,19,TRUE
40,3.69,7.21,15,FALSE
32,2.28,9.61,12,FALSE
39,8.41,0.05,8,TRUE
36,1.38,8.14,9,FALSE
31,9.21,1.49,12,TRUE
36,6.66,9.64,16,FALSE
23,7.32,5.76,8,TRUE
2,4.73,1.15,21,FALSE
36,3.2,8.69,19,FALSE
35,2.72,5.66,21,FALSE
36,0.92,9.37,17,FALSE
19,5.18,5.19,12,FALSE
13,4.74,7.63,7,FALSE
13,9.5,6.47,10,TRUE
32,6.84,6.18,9,FALSE
44,4.08,9.09,10,FALSE
5,9.0,8.69,11,FALSE
12,5.85,8.03,11,FALSE
10,8.05,8.21,17,FALSE
11,7.65,2.83,11,TRUE
39,3.87,1.27,9,TRUE
18,4.05,0.17,7,TRUE
39,4.39,0.52,18,TRUE
34,2.57,2.87,12,FALSE
20,1.65,7.83,15,FALSE
44,5.18,9.17,10,FALSE
5,5.07,5.3,16,FALSE
26,1.84,0.79,21,FALSE
8,1.22,7.67,17,FALSE
24,8.01,8.37,17,FALSE
50,6.79,7.53,13,FALSE
25,3.31,7.57,20,FALSE
27,7.65,9.85,19,FALSE
25,8.09,3.7,16,TRUE
41,1.65,9.25,15,FALSE
42,6.34,2.08,7,TRUE
8,5.92,3.26,14,FALSE
26,3.42,5.77,13,FALSE
7,8.08,5.17,16,FALSE
41,8.79,1.89,12,TRUE
9,1.2,9.68,11,FALSE
41,9.75,5.99,20,TRUE
41,4.65,3.99,12,FALSE
45,9.7,2.74,16,TRUE
41,1.26,7.36,14,FALSE
9,5.4,5.47,7,FALSE
47,9.25,9.4,15,FALSE
30,7.98,5.63,21,TRUE
22,4.28,9.38,21,FALSE
2,6.15,8.73,13,FALSE
42,7.64,9.88,17,FALSE
32,0.45,7.99,9,FALSE
40,8.51,6.3,16,TRUE
49,8.97,3.47,15,TRUE
27,9.5,0.84,14,TRUE
39,9.79,2.19,16,TRUE
7,7.4,8.79,8,FALSE
36,1.58,7.99,7,FALSE
31,6.14,1.31,18,TRUE
30,1.2,9.81,17,FALSE
11,2.16,2.58,7,FALSE
35,1.27,0.41,17,FALSE
31,4.59,1.85,15,TRUE
41,3.56,3.5,18,FALSE
49,9.08,3.28,12,TRUE
49,5.87,2.56,18,TRUE
8,4.62,5.93,8,FALSE
8,1.68,9.17,18,FALSE
47,8.78,0.83,19,TRUE
46,1.08,4.49,7,FALSE
41,0.36,0.11,19,FALSE
45,9.69,6.42,19,TRUE
26,0.6,6.72,14,FALSE
35,9.14,9.99,16,FALSE
1,9.75,9.34,8,FALSE
19,0.48,0.22,10,FALSE
28,8.57,4.91,15,TRUE
38,6.97,5.36,7,TRUE
11,8.83,6.2,19,TRUE
34,4.67,3.12,19,TRUE
29,0.21,8.37,20,FALSE
39,8.05,2.16,11,TRUE
42,1.08,4.85,9,FALSE
46,1.07,1.44,10,FALSE
4,7.25,1.9,21,FALSE
32,6.93,6.94,20,FALSE
31,3.01,0.98,20,TRUE
25,0.79,8.0,14,FALSE
12,7.53,1.71,8,TRUE
47,2.4,3.2,21,FALSE
19,2.08,6.55,10,FALSE
50,9.31,4.87,15,TRUE
46,3.11,9.01,10,FALSE
12,3.88,0.72,10,TRUE
10,9.28,6.8,14,FALSE
15,4.53,2.69,7,TRUE
15,6.45,4.59,19,TRUE
22,7.49,9.77,8,FALSE
43,1.51,5.35,16,FALSE
28,7.32,0.05,13,TRUE
36,3.89,9.74,18,FALSE
27,1.85,6.81,16,FALSE
18,7.87,3.2,7,TRUE
22,0.56,5.49,13,FALSE
36,2.2,2.22,17,FALSE
33,8.84,0.21,13,TRUE
40,6.38,5.19,13,FALSE
13,3.33,3.48,10,FALSE
1,2.77,0.03,19,FALSE
49,2.36,8.57,13,FALSE
38,6.38,0.78,15,TRUE
24,9.41,8.29,14,FALSE
38,4.33,1.97,21,TRUE
38,8.33,1.82,7,TRUE
50,0.63,0.07,21,FALSE
6,3.55,4.0,17,FALSE
18,4.57,1.94,19,TRUE
4,3.67,0.66,16,FALSE
39,6.33,8.08,9,FALSE
49,6.64,8.19,18,FALSE
35,7.27,1.93,9,TRUE
11,7.97,2.72,12,TRUE
5,6.56,6.25,19,FALSE
27,9.18,9.48,12,FALSE
32,6.31,3.04,11,TRUE
3,0.18,2.5,14,FALSE
9,4.47,9.44,8,FALSE
21,2.27,4.5,11,FALSE
40,0.52,9.67,9,FALSE
2,6.07,7.69,21,FALSE
47,8.08,1.56,7,TRUE
20,6.14,5.57,14,FALSE
38,2.7,9.44,10,FALSE
13,1.74,2.87,13,FALSE
15,1.14,0.18,13,FALSE
42,0.02,3.21,14,FALSE
32,3.59,9.8,13,FALSE
43,1.24,0.76,11,FALSE
26,5.9,5.72,15,FALSE
18,8.46,9.48,7,FALSE
47,0.6,7.1,16,FALSE
4,5.23,2.49,10,FALSE
38,3.89,2.94,11,FALSE
1,8.74,5.79,18,FALSE
44,1.15,2.48,14,FALSE
48,2.04,9.79,8,FALSE
20,6.01,8.86,17,FALSE
8,7.23,4.22,9,FALSE
19,9.35,5.62,18,TRUE
12,6.75,1.69,15,TRUE
21,8.76,4.14,20,TRUE
48,2.66,5.94,13,FALSE
22,4.18,2.85,20,FALSE
28,0.03,1.67,18,FALSE
28,3.87,8.87,19,FALSE
2,7.19,8.25,8,FALSE
32,9.98,1.41,10,TRUE
42,3.36,0.27,13,TRUE
45,9.37,5.93,21,TRUE
43,8.1,5.55,10,TRUE
33,5.87,0.87,12,TRUE
2,7.64,3.35,14,FALSE
25,9.09,3.39,7,TRUE
22,6.17,8.02,11,FALSE
21,0.5,8.43,18,FALSE
4,6.65,8.77,9,FALSE
19,7.68,0.6,20,TRUE
39,9.39,3.48,13,TRUE
11,9.73,0.13,18,TRUE
18,1.62,9.93,18,FALSE
32,5.87,3.27,17,TRUE
6,8.61,4.03,14,FALSE
40,8.24,5.45,20,TRUE
48,5.81,9.41,16,FALSE
37,4.1,2.3,12,TRUE
32,5.15,9.92,19,FALSE
45,1.9,0.12,17,TRUE
22,0.57,3.64,8,FALSE
32,5.28,5.43,11,FALSE
0,8.74,5.7,13,FALSE
34,8.14,4.32,19,TRUE
44,1.54,4.89,15,FALSE
7,9.98,6.09,10,FALSE
2,6.17,2.64,7,FALSE
45,5.0,9.77,19,FALSE
29,3.66,2.82,17,FALSE
16,4.08,8.3,17,FALSE
22,4.23,7.25,15,FALSE
25,9.32,4.58,17,TRUE
24,2.95,0.89,16,TRUE
8,5.46,4.71,9,FALSE
31,2.24,0.86,7,FALSE
25,1.65,5.89,16,FALSE
36,9.08,1.97,10,TRUE
13,2.97,6.44,7,FALSE
11,8.9,6.39,12,TRUE
7,4.89,8.23,7,FALSE
34,9.96,9.0,21,FALSE
6,2.09,2.82,21,FALSE
37,3.13,9.64,14,FALSE
36,4.56,1.45,11,TRUE
1,7.29,0.58,17,FALSE
46,7.73,5.28,16,TRUE
41,0.78,4.08,13,FALSE
27,1.77,9.27,11,FALSE
35,4.17,5.91,16,FALSE
46,6.09,8.38,19,FALSE
20,8.11,3.56,11,TRUE
43,7.92,1.29,15,TRUE
42,9.37,4.09,10,TRUE
29,2.45,2.44,18,FALSE
20,5.29,0.22,17,TRUE
19,2.68,6.94,20,FALSE
33,4.33,4.33,14,FALSE
22,2.35,5.19,20,FALSE
46,7.49,1.17,10,TRUE
35,9.82,0.01,13,TRUE
8,4.4,0.28,16,FALSE
5,5.88,0.31,8,FALSE
26,1.72,5.85,12,FALSE
24,3.01,0.04,11,TRUE
14,8.7,8.34,11,FALSE
46,6.86,8.68,16,FALSE
30,2.78,7.87,20,FALSE
28,9.26,2.89,12,TRUE
17,1.87,2.6,15,FALSE
18,9.17,3.48,10,TRUE
6,0.23,2.85,20,FALSE
15,5.49,2.14,17,TRUE
37,2.21,0.82,15,FALSE
24,2.25,0.47,9,TRUE
24,8.83,3.54,8,TRUE
29,0.69,2.04,7,FALSE
33,3.44,1.82,10,TRUE
0,5.25,6.48,17,FALSE
