day_of_week,date,hour_of_day,wait_time_minutes
Friday,2022-09-16,14,20.9
Friday,2022-09-16,15,5.6
Friday,2022-09-16,16,8.0
Friday,2022-09-16,17,29.8
Saturday,2022-09-17,9,16.8
Saturday,2022-09-17,10,22.8
Saturday,2022-09-17,11,24.1
Saturday,2022-09-17,12,15.8
Saturday,2022-09-17,13,13.3
Saturday,2022-09-17,14,12.6
Saturday,2022-09-17,15,19.0
Saturday,2022-09-17,16,14.1
Saturday,2022-09-17,17,16.4
Sunday,2022-09-18,9,18.6
Sunday,2022-09-18,10,12.1
Sunday,2022-09-18,11,22.0
Sunday,2022-09-18,12,16.1
Sunday,2022-09-18,13,15.3
Sunday,2022-09-18,14,18.1
Sunday,2022-09-18,15,8.4
Sunday,2022-09-18,16,5.8
Sunday,2022-09-18,17,15.5
Monday,2022-09-19,9,8.4
Monday,2022-09-19,10,15.4
Monday,2022-09-19,11,26.1
Monday,2022-09-19,12,5.9
Monday,2022-09-19,13,10.4
Monday,2022-09-19,14,5.5
Monday,2022-09-19,15,23.0
Monday,2022-09-19,16,23.5
Monday,2022-09-19,17,18.5
Tuesday,2022-09-20,9,23.2
Tuesday,2022-09-20,10,24.5
Tuesday,2022-09-20,11,26.8
Tuesday,2022-09-20,12,9.2
Tuesday,2022-09-20,13,15.1
Tuesday,2022-09-20,14,19.4
Tuesday,2022-09-20,15,26.7
Tuesday,2022-09-20,16,24.3
Tuesday,2022-09-20,17,13.9
Wednesday,2022-09-21,9,15.4
Wednesday,2022-09-21,10,17.9
Wednesday,2022-09-21,11,7.4
Wednesday,2022-09-21,12,11.6
Wednesday,2022-09-21,13,11.6
Wednesday,2022-09-21,14,29.8
Wednesday,2022-09-21,15,20.8
Wednesday,2022-09-21,16,17.6
Wednesday,2022-09-21,17,32.0
Thursday,2022-09-22,9,30.5
Thursday,2022-09-22,10,22.3
Thursday,2022-09-22,11,20.7
Thursday,2022-09-22,12,10.2
Thursday,2022-09-22,13,6.9
Thursday,2022-09-22,14,9.3
Thursday,2022-09-22,15,12.4
Thursday,2022-09-22,16,19.3
Thursday,2022-09-22,17,25.3
Friday,2022-09-23,9,16.5
Friday,2022-09-23,10,19.1
Friday,2022-09-23,11,12.8
Friday,2022-09-23,12,5.2
Friday,2022-09-23,13,11.3
Friday,2022-09-23,14,20.1
Friday,2022-09-23,15,27.1
Friday,2022-09-23,16,17.3
Friday,2022-09-23,17,15.6
Saturday,2022-09-24,9,14.7
Saturday,2022-09-24,10,10.9
Saturday,2022-09-24,11,16.0
Saturday,2022-09-24,12,12.4
Saturday,2022-09-24,13,16.0
Saturday,2022-09-24,14,5.8
Saturday,2022-09-24,15,12.1
Saturday,2022-09-24,16,5.0
Saturday,2022-09-24,17,18.9
Sunday,2022-09-25,9,9.5
Sunday,2022-09-25,10,13.7
Sunday,2022-09-25,11,10.6
Sunday,2022-09-25,12,11.1
Sunday,2022-09-25,13,6.9
Sunday,2022-09-25,14,7.7
Sunday,2022-09-25,15,16.4
Sunday,2022-09-25,16,11.0
Sunday,2022-09-25,17,9.3
Monday,2022-09-26,9,32.8
Monday,2022-09-26,10,8.0
Monday,2022-09-26,11,27.9
Monday,2022-09-26,12,14.7
Monday,2022-09-26,13,6.2
Monday,2022-09-26,14,20.8
Monday,2022-09-26,15,29.8
Monday,2022-09-26,16,12.2
Monday,2022-09-26,17,16.0
Tuesday,2022-09-27,9,17.3
Tuesday,2022-09-27,10,27.8
Tuesday,2022-09-27,11,33.7
Tuesday,2022-09-27,12,15.4
Tuesday,2022-09-27,13,21.0
Tuesday,2022-09-27,14,24.7
Tuesday,2022-09-27,15,10.8
Tuesday,2022-09-27,16,25.0
Tuesday,2022-09-27,17,15.4
Wednesday,2022-09-28,9,10.8
Wednesday,2022-09-28,10,9.8
Wednesday,2022-09-28,11,9.9
Wednesday,2022-09-28,12,5.8
Wednesday,2022-09-28,13,16.0
Wednesday,2022-09-28,14,23.1
Wednesday,2022-09-28,15,12.4
Wednesday,2022-09-28,16,19.9
Wednesday,2022-09-28,17,7.8
Thursday,2022-09-29,9,13.6
Thursday,2022-09-29,10,33.1
Thursday,2022-09-29,11,31.6
Thursday,2022-09-29,12,9.2
Thursday,2022-09-29,13,5.9
Thursday,2022-09-29,14,9.4
Thursday,2022-09-29,15,8.8
Thursday,2022-09-29,16,21.0
Thursday,2022-09-29,17,11.9
Friday,2022-09-30,9,17.4
Friday,2022-09-30,10,7.7
Friday,2022-09-30,11,35.1
Friday,2022-09-30,12,14.5
Friday,2022-09-30,13,21.9
Friday,2022-09-30,14,29.8
Friday,2022-09-30,15,6.8
Friday,2022-09-30,16,28.7
Friday,2022-09-30,17,5.9
Saturday,2022-10-01,9,9.9
Saturday,2022-10-01,10,6.1
Saturday,2022-10-01,11,10.8
Saturday,2022-10-01,12,9.5
Saturday,2022-10-01,13,14.5
Saturday,2022-10-01,14,17.6
Saturday,2022-10-01,15,14.6
Saturday,2022-10-01,16,9.0
Saturday,2022-10-01,17,17.3
Sunday,2022-10-02,9,12.0
Sunday,2022-10-02,10,15.7
Sunday,2022-10-02,11,9.8
Sunday,2022-10-02,12,8.7
Sunday,2022-10-02,13,10.2
Sunday,2022-10-02,14,18.3
Sunday,2022-10-02,15,17.3
Sunday,2022-10-02,16,21.7
Sunday,2022-10-02,17,18.5
Monday,2022-10-03,9,6.3
Monday,2022-10-03,10,22.4
Monday,2022-10-03,11,11.9
Monday,2022-10-03,12,10.2
Monday,2022-10-03,13,19.4
Monday,2022-10-03,14,19.4
Monday,2022-10-03,15,13.7
Monday,2022-10-03,16,27.8
Monday,2022-10-03,17,11.2
Tuesday,2022-10-04,9,33.0
Tuesday,2022-10-04,10,16.3
Tuesday,2022-10-04,11,28.4
Tuesday,2022-10-04,12,20.8
Tuesday,2022-10-04,13,10.0
Tuesday,2022-10-04,14,22.0
Tuesday,2022-10-04,15,10.0
Tuesday,2022-10-04,16,29.5
Tuesday,2022-10-04,17,20.6
Wednesday,2022-10-05,9,11.7
Wednesday,2022-10-05,10,20.8
Wednesday,2022-10-05,11,19.7
Wednesday,2022-10-05,12,5.0
Wednesday,2022-10-05,13,14.0
Wednesday,2022-10-05,14,8.4
Wednesday,2022-10-05,15,28.2
Wednesday,2022-10-05,16,22.4
Wednesday,2022-10-05,17,29.0
Thursday,2022-10-06,9,28.1
Thursday,2022-10-06,10,29.3
Thursday,2022-10-06,11,12.3
Thursday,2022-10-06,12,21.5
Thursday,2022-10-06,13,18.3
Thursday,2022-10-06,14,11.1
Thursday,2022-10-06,15,28.4
Thursday,2022-10-06,16,22.6
Thursday,2022-10-06,17,12.0
Friday,2022-10-07,9,10.4
Friday,2022-10-07,10,25.4
Friday,2022-10-07,11,18.8
Friday,2022-10-07,12,15.0
Friday,2022-10-07,13,9.8
Friday,2022-10-07,14,26.3
Friday,2022-10-07,15,14.2
Friday,2022-10-07,16,12.0
Friday,2022-10-07,17,23.0
Saturday,2022-10-08,9,11.1
Saturday,2022-10-08,10,21.3
Saturday,2022-10-08,11,18.5
Saturday,2022-10-08,12,9.8
Saturday,2022-10-08,13,14.1
Saturday,2022-10-08,14,18.5
Saturday,2022-10-08,15,12.0
Saturday,2022-10-08,16,7.4
Saturday,2022-10-08,17,5.0
Sunday,2022-10-09,9,7.8
Sunday,2022-10-09,10,21.8
Sunday,2022-10-09,11,8.3
Sunday,2022-10-09,12,5.0
Sunday,2022-10-09,13,9.2
Sunday,2022-10-09,14,8.2
Sunday,2022-10-09,15,18.4
Sunday,2022-10-09,16,19.0
Sunday,2022-10-09,17,5.0
Monday,2022-10-10,9,25.8
Monday,2022-10-10,10,31.2
Monday,2022-10-10,11,6.7
Monday,2022-10-10,12,5.0
Monday,2022-10-10,13,15.0
Monday,2022-10-10,14,18.3
Monday,2022-10-10,15,8.1
Monday,2022-10-10,16,27.6
Monday,2022-10-10,17,23.7
Tuesday,2022-10-11,9,15.1
Tuesday,2022-10-11,10,12.8
Tuesday,2022-10-11,11,6.9
Tuesday,2022-10-11,12,23.6
Tuesday,2022-10-11,13,6.8
Tuesday,2022-10-11,14,11.3
Tuesday,2022-10-11,15,13.3
Tuesday,2022-10-11,16,32.5
Tuesday,2022-10-11,17,11.9
Wednesday,2022-10-12,9,6.8
Wednesday,2022-10-12,10,35.3
Wednesday,2022-10-12,11,19.4
Wednesday,2022-10-12,12,5.3
Wednesday,2022-10-12,13,6.3
Wednesday,2022-10-12,14,23.8
Wednesday,2022-10-12,15,16.0
Wednesday,2022-10-12,16,9.9
Wednesday,2022-10-12,17,27.4
Thursday,2022-10-13,9,16.6
Thursday,2022-10-13,10,18.9
Thursday,2022-10-13,11,21.6
Thursday,2022-10-13,12,12.3
Thursday,2022-10-13,13,7.3
Thursday,2022-10-13,14,19.8
Thursday,2022-10-13,15,13.4
Thursday,2022-10-13,16,10.4
Thursday,2022-10-13,17,10.8
Friday,2022-10-14,9,13.6
Friday,2022-10-14,10,15.9
Friday,2022-10-14,11,29.2
Friday,2022-10-14,12,7.8
Friday,2022-10-14,13,13.5
Friday,2022-10-14,14,10.1
Friday,2022-10-14,15,23.1
Friday,2022-10-14,16,24.9
Friday,2022-10-14,17,19.1
Saturday,2022-10-15,9,19.8
Saturday,2022-10-15,10,13.3
Saturday,2022-10-15,11,16.9
Saturday,2022-10-15,12,8.3
Saturday,2022-10-15,13,13.2
Saturday,2022-10-15,14,15.5
Saturday,2022-10-15,15,13.2
Saturday,2022-10-15,16,14.8
Saturday,2022-10-15,17,18.8
Sunday,2022-10-16,9,20.7
Sunday,2022-10-16,10,18.9
Sunday,2022-10-16,11,18.6
Sunday,2022-10-16,12,14.3
Sunday,2022-10-16,13,8.1
Sunday,2022-10-16,14,15.4
Sunday,2022-10-16,15,13.2
Sunday,2022-10-16,16,11.7
Sunday,2022-10-16,17,20.8
Monday,2022-10-17,9,27.6
Monday,2022-10-17,10,25.6
Monday,2022-10-17,11,27.7
Monday,2022-10-17,12,15.2
Monday,2022-10-17,13,10.6
Monday,2022-10-17,14,13.7
Monday,2022-10-17,15,12.8
Monday,2022-10-17,16,16.7
Monday,2022-10-17,17,20.3
Tuesday,2022-10-18,9,15.5
Tuesday,2022-10-18,10,13.7
Tuesday,2022-10-18,11,19.5
Tuesday,2022-10-18,12,9.6
Tuesday,2022-10-18,13,16.0
Tuesday,2022-10-18,14,24.6
Tuesday,2022-10-18,15,14.9
Tuesday,2022-10-18,16,24.1
Tuesday,2022-10-18,17,12.4
Wednesday,2022-10-19,9,8.1
Wednesday,2022-10-19,10,17.7
Wednesday,2022-10-19,11,24.0
Wednesday,2022-10-19,12,12.3
Wednesday,2022-10-19,13,18.2
Wednesday,2022-10-19,14,8.2
Wednesday,2022-10-19,15,18.4
Wednesday,2022-10-19,16,25.0
Wednesday,2022-10-19,17,8.3
Thursday,2022-10-20,9,35.3
Thursday,2022-10-20,10,21.7
Thursday,2022-10-20,11,17.8
Thursday,2022-10-20,12,16.5
Thursday,2022-10-20,13,7.9
Thursday,2022-10-20,14,7.0
Thursday,2022-10-20,15,29.8
Thursday,2022-10-20,16,29.6
Thursday,2022-10-20,17,9.0
Friday,2022-10-21,9,30.2
Friday,2022-10-21,10,28.3
Friday,2022-10-21,11,10.1
Friday,2022-10-21,12,13.8
Friday,2022-10-21,13,7.8
Friday,2022-10-21,14,27.3
Friday,2022-10-21,15,9.8
Friday,2022-10-21,16,23.0
Friday,2022-10-21,17,18.3
Saturday,2022-10-22,9,7.3
Saturday,2022-10-22,10,22.5
Saturday,2022-10-22,11,20.0
Saturday,2022-10-22,12,5.0
Saturday,2022-10-22,13,15.8
Saturday,2022-10-22,14,11.0
Saturday,2022-10-22,15,7.0
Saturday,2022-10-22,16,5.0
Saturday,2022-10-22,17,6.8
Sunday,2022-10-23,9,23.5
Sunday,2022-10-23,10,6.7
Sunday,2022-10-23,11,24.4
Sunday,2022-10-23,12,12.0
Sunday,2022-10-23,13,11.1
Sunday,2022-10-23,14,9.5
Sunday,2022-10-23,15,5.3
Sunday,2022-10-23,16,20.2
Sunday,2022-10-23,17,8.2
Monday,2022-10-24,9,18.0
Monday,2022-10-24,10,17.3
Monday,2022-10-24,11,23.8
Monday,2022-10-24,12,7.0
Monday,2022-10-24,13,23.5
Monday,2022-10-24,14,12.5
Monday,2022-10-24,15,10.5
Monday,2022-10-24,16,29.6
Monday,2022-10-24,17,8.6
Tuesday,2022-10-25,9,22.8
Tuesday,2022-10-25,10,18.0
Tuesday,2022-10-25,11,30.2
Tuesday,2022-10-25,12,10.1
Tuesday,2022-10-25,13,12.3
Tuesday,2022-10-25,14,21.2
Tuesday,2022-10-25,15,17.3
Tuesday,2022-10-25,16,15.2
Tuesday,2022-10-25,17,14.5
Wednesday,2022-10-26,9,25.2
Wednesday,2022-10-26,10,35.2
Wednesday,2022-10-26,11,22.9
Wednesday,2022-10-26,12,9.1
Wednesday,2022-10-26,13,19.3
Wednesday,2022-10-26,14,10.2
Wednesday,2022-10-26,15,23.4
Wednesday,2022-10-26,16,16.3
Wednesday,2022-10-26,17,21.3
Thursday,2022-10-27,9,35.7
Thursday,2022-10-27,10,12.2
Thursday,2022-10-27,11,17.5
Thursday,2022-10-27,12,13.1
Thursday,2022-10-27,13,12.4
Thursday,2022-10-27,14,13.8
Thursday,2022-10-27,15,27.3
Thursday,2022-10-27,16,19.3
Thursday,2022-10-27,17,32.3
Friday,2022-10-28,9,26.6
Friday,2022-10-28,10,17.1
Friday,2022-10-28,11,22.9
Friday,2022-10-28,12,5.5
Friday,2022-10-28,13,10.7
Friday,2022-10-28,14,25.2
Friday,2022-10-28,15,6.4
Friday,2022-10-28,16,21.9
Friday,2022-10-28,17,8.4
Saturday,2022-10-29,9,11.7
Saturday,2022-10-29,10,9.3
Saturday,2022-10-29,11,15.9
Saturday,2022-10-29,12,14.7
Saturday,2022-10-29,13,7.6
Saturday,2022-10-29,14,14.9
Saturday,2022-10-29,15,17.0
Saturday,2022-10-29,16,13.5
Saturday,2022-10-29,17,12.8
Sunday,2022-10-30,9,23.0
Sunday,2022-10-30,10,23.2
Sunday,2022-10-30,11,25.1
Sunday,2022-10-30,12,5.7
Sunday,2022-10-30,13,7.0
Sunday,2022-10-30,14,5.8
Sunday,2022-10-30,15,11.1
Sunday,2022-10-30,16,7.9
Sunday,2022-10-30,17,5.4
Monday,2022-10-31,9,9.4
Monday,2022-10-31,10,21.0
Monday,2022-10-31,11,14.0
Monday,2022-10-31,12,16.8
Monday,2022-10-31,13,23.1
Monday,2022-10-31,14,20.9
Monday,2022-10-31,15,18.0
Monday,2022-10-31,16,8.3
Monday,2022-10-31,17,12.7
Tuesday,2022-11-01,9,22.1
Tuesday,2022-11-01,10,35.7
Tuesday,2022-11-01,11,18.8
Tuesday,2022-11-01,12,18.2
Tuesday,2022-11-01,13,23.4
Tuesday,2022-11-01,14,12.2
Tuesday,2022-11-01,15,22.2
Tuesday,2022-11-01,16,19.1
Tuesday,2022-11-01,17,21.2
Wednesday,2022-11-02,9,29.6
Wednesday,2022-11-02,10,28.5
Wednesday,2022-11-02,11,7.2
Wednesday,2022-11-02,12,12.7
Wednesday,2022-11-02,13,15.4
Wednesday,2022-11-02,14,16.2
Wednesday,2022-11-02,15,19.6
Wednesday,2022-11-02,16,27.8
Wednesday,2022-11-02,17,31.5
Thursday,2022-11-03,9,31.4
Thursday,2022-11-03,10,18.8
Thursday,2022-11-03,11,9.0
Thursday,2022-11-03,12,15.2
Thursday,2022-11-03,13,19.0
Thursday,2022-11-03,14,6.5
Thursday,2022-11-03,15,15.4
Thursday,2022-11-03,16,7.4
Thursday,2022-11-03,17,12.9
Friday,2022-11-04,9,14.7
Friday,2022-11-04,10,11.3
Friday,2022-11-04,11,28.1
Friday,2022-11-04,12,10.6
Friday,2022-11-04,13,10.1
Friday,2022-11-04,14,20.9
Friday,2022-11-04,15,26.1
Friday,2022-11-04,16,11.1
Friday,2022-11-04,17,7.6
Saturday,2022-11-05,9,11.7
Saturday,2022-11-05,10,11.0
Saturday,2022-11-05,11,19.1
Saturday,2022-11-05,12,6.8
Saturday,2022-11-05,13,13.5
Saturday,2022-11-05,14,10.6
Saturday,2022-11-05,15,7.3
Saturday,2022-11-05,16,7.3
Saturday,2022-11-05,17,5.8
Sunday,2022-11-06,9,10.3
Sunday,2022-11-06,10,7.9
Sunday,2022-11-06,11,5.0
Sunday,2022-11-06,12,5.0
Sunday,2022-11-06,13,5.0
Sunday,2022-11-06,14,5.0
Sunday,2022-11-06,15,19.8
Sunday,2022-11-06,16,12.0
Sunday,2022-11-06,17,20.3
Monday,2022-11-07,9,31.8
Monday,2022-11-07,10,21.3
Monday,2022-11-07,11,15.5
Monday,2022-11-07,12,21.8
Monday,2022-11-07,13,7.8
Monday,2022-11-07,14,11.6
Monday,2022-11-07,15,9.6
Monday,2022-11-07,16,11.4
Monday,2022-11-07,17,23.0
Tuesday,2022-11-08,9,8.4
Tuesday,2022-11-08,10,19.6
Tuesday,2022-11-08,11,9.3
Tuesday,2022-11-08,12,5.8
Tuesday,2022-11-08,13,5.0
Tuesday,2022-11-08,14,24.2
Tuesday,2022-11-08,15,9.9
Tuesday,2022-11-08,16,19.7
Tuesday,2022-11-08,17,12.1
Wednesday,2022-11-09,9,11.0
Wednesday,2022-11-09,10,20.5
Wednesday,2022-11-09,11,7.4
Wednesday,2022-11-09,12,11.1
Wednesday,2022-11-09,13,20.9
Wednesday,2022-11-09,14,7.9
Wednesday,2022-11-09,15,7.4
Wednesday,2022-11-09,16,17.7
Wednesday,2022-11-09,17,14.8
Thursday,2022-11-10,9,9.5
Thursday,2022-11-10,10,25.8
Thursday,2022-11-10,11,30.9
Thursday,2022-11-10,12,21.3
Thursday,2022-11-10,13,21.9
Thursday,2022-11-10,14,20.3
Thursday,2022-11-10,15,7.3
Thursday,2022-11-10,16,20.0
Thursday,2022-11-10,17,11.6
Friday,2022-11-11,9,16.0
Friday,2022-11-11,10,28.8
Friday,2022-11-11,11,25.9
Friday,2022-11-11,12,5.9
Friday,2022-11-11,13,19.7
Friday,2022-11-11,14,5.9
Friday,2022-11-11,15,20.4
Friday,2022-11-11,16,17.2
Friday,2022-11-11,17,27.7
Saturday,2022-11-12,9,17.4
Saturday,2022-11-12,10,23.8
Saturday,2022-11-12,11,14.4
Saturday,2022-11-12,12,11.2
Saturday,2022-11-12,13,11.2
Saturday,2022-11-12,14,17.9
Saturday,2022-11-12,15,16.5
Saturday,2022-11-12,16,11.3
Saturday,2022-11-12,17,21.8
Sunday,2022-11-13,9,8.8
Sunday,2022-11-13,10,12.3
Sunday,2022-11-13,11,5.0
Sunday,2022-11-13,12,14.2
Sunday,2022-11-13,13,13.7
Sunday,2022-11-13,14,7.2
Sunday,2022-11-13,15,14.9
Sunday,2022-11-13,16,8.3
Sunday,2022-11-13,17,5.0
Monday,2022-11-14,9,18.6
Monday,2022-11-14,10,30.0
Monday,2022-11-14,11,7.4
Monday,2022-11-14,12,18.6
Monday,2022-11-14,13,12.7
Monday,2022-11-14,14,19.4
Monday,2022-11-14,15,25.6
Monday,2022-11-14,16,32.5
Monday,2022-11-14,17,23.9
Tuesday,2022-11-15,9,35.9
Tuesday,2022-11-15,10,27.8
Tuesday,2022-11-15,11,8.3
Tuesday,2022-11-15,12,16.8
Tuesday,2022-11-15,13,13.9
Tuesday,2022-11-15,14,18.9
Tuesday,2022-11-15,15,19.7
Tuesday,2022-11-15,16,9.6
Tuesday,2022-11-15,17,25.5
Wednesday,2022-11-16,9,20.6
Wednesday,2022-11-16,10,22.4
Wednesday,2022-11-16,11,13.7
Wednesday,2022-11-16,12,23.9
Wednesday,2022-11-16,13,12.1
Wednesday,2022-11-16,14,28.5
Wednesday,2022-11-16,15,20.4
Wednesday,2022-11-16,16,28.3
Wednesday,2022-11-16,17,21.1
Thursday,2022-11-17,9,28.9
Thursday,2022-11-17,10,34.1
Thursday,2022-11-17,11,6.8
Thursday,2022-11-17,12,20.4
Thursday,2022-11-17,13,5.0
Thursday,2022-11-17,14,27.4
Thursday,2022-11-17,15,17.1
Thursday,2022-11-17,16,28.5
Thursday,2022-11-17,17,9.9
Friday,2022-11-18,9,29.0
Friday,2022-11-18,10,30.7
Friday,2022-11-18,11,9.0
Friday,2022-11-18,12,16.4
Friday,2022-11-18,13,12.0
Friday,2022-11-18,14,17.6
Friday,2022-11-18,15,13.4
Friday,2022-11-18,16,30.0
Friday,2022-11-18,17,29.2
Saturday,2022-11-19,9,16.6
Saturday,2022-11-19,10,6.3
Saturday,2022-11-19,11,18.4
Saturday,2022-11-19,12,5.0
Saturday,2022-11-19,13,9.7
Saturday,2022-11-19,14,12.3
Saturday,2022-11-19,15,15.9
Saturday,2022-11-19,16,10.4
Saturday,2022-11-19,17,10.2
Sunday,2022-11-20,9,11.9
Sunday,2022-11-20,10,7.5
Sunday,2022-11-20,11,22.1
Sunday,2022-11-20,12,7.5
Sunday,2022-11-20,13,5.0
Sunday,2022-11-20,14,16.7
Sunday,2022-11-20,15,20.1
Sunday,2022-11-20,16,22.4
Sunday,2022-11-20,17,10.4
Monday,2022-11-21,9,8.7
Monday,2022-11-21,10,6.3
Monday,2022-11-21,11,33.3
Monday,2022-11-21,12,5.0
Monday,2022-11-21,13,19.2
Monday,2022-11-21,14,26.5
Monday,2022-11-21,15,6.7
Monday,2022-11-21,16,22.9
Monday,2022-11-21,17,13.0
Tuesday,2022-11-22,9,13.7
Tuesday,2022-11-22,10,8.2
Tuesday,2022-11-22,11,32.8
Tuesday,2022-11-22,12,20.1
Tuesday,2022-11-22,13,9.3
Tuesday,2022-11-22,14,8.9
Tuesday,2022-11-22,15,13.8
Tuesday,2022-11-22,16,26.1
Tuesday,2022-11-22,17,20.4
Wednesday,2022-11-23,9,26.5
Wednesday,2022-11-23,10,16.1
Wednesday,2022-11-23,11,31.3
Wednesday,2022-11-23,12,13.1
Wednesday,2022-11-23,13,19.2
Wednesday,2022-11-23,14,20.9
Wednesday,2022-11-23,15,5.8
Wednesday,2022-11-23,16,13.4
Wednesday,2022-11-23,17,12.9
Thursday,2022-11-24,9,20.4
Thursday,2022-11-24,10,16.5
Thursday,2022-11-24,11,7.7
Thursday,2022-11-24,12,10.2
Thursday,2022-11-24,13,18.0
Thursday,2022-11-24,14,29.1
Thursday,2022-11-24,15,23.0
Thursday,2022-11-24,16,15.8
Thursday,2022-11-24,17,27.0
Friday,2022-11-25,9,10.1
Friday,2022-11-25,10,20.2
Friday,2022-11-25,11,29.4
Friday,2022-11-25,12,20.5
Friday,2022-11-25,13,21.3
Friday,2022-11-25,14,7.1
Friday,2022-11-25,15,29.2
Friday,2022-11-25,16,9.7
Friday,2022-11-25,17,12.4
Saturday,2022-11-26,9,5.3
Saturday,2022-11-26,10,22.1
Saturday,2022-11-26,11,17.6
Saturday,2022-11-26,12,16.7
Saturday,2022-11-26,13,13.0
Saturday,2022-11-26,14,14.8
Saturday,2022-11-26,15,8.5
Saturday,2022-11-26,16,22.9
Saturday,2022-11-26,17,11.6
Sunday,2022-11-27,9,11.0
Sunday,2022-11-27,10,13.1
Sunday,2022-11-27,11,5.0
Sunday,2022-11-27,12,5.0
Sunday,2022-11-27,13,10.4
Sunday,2022-11-27,14,7.8
Sunday,2022-11-27,15,5.8
Sunday,2022-11-27,16,18.6
Sunday,2022-11-27,17,18.5
Monday,2022-11-28,9,26.7
Monday,2022-11-28,10,24.4
Monday,2022-11-28,11,20.3
Monday,2022-11-28,12,20.7
Monday,2022-11-28,13,19.6
Monday,2022-11-28,14,19.9
Monday,2022-11-28,15,5.5
Monday,2022-11-28,16,28.7
Monday,2022-11-28,17,31.1
Tuesday,2022-11-29,9,32.5
Tuesday,2022-11-29,10,24.5
Tuesday,2022-11-29,11,10.9
Tuesday,2022-11-29,12,21.1
Tuesday,2022-11-29,13,7.6
Tuesday,2022-11-29,14,9.6
Tuesday,2022-11-29,15,14.2
Tuesday,2022-11-29,16,17.2
Tuesday,2022-11-29,17,14.5
Wednesday,2022-11-30,9,32.0
Wednesday,2022-11-30,10,29.9
Wednesday,2022-11-30,11,26.5
Wednesday,2022-11-30,12,12.2
Wednesday,2022-11-30,13,6.5
Wednesday,2022-11-30,14,24.3
Wednesday,2022-11-30,15,25.9
Wednesday,2022-11-30,16,23.8
Wednesday,2022-11-30,17,20.0
Thursday,2022-12-01,9,18.6
Thursday,2022-12-01,10,35.8
Thursday,2022-12-01,11,20.9
Thursday,2022-12-01,12,17.0
Thursday,2022-12-01,13,12.7
Thursday,2022-12-01,14,29.6
Thursday,2022-12-01,15,29.1
Thursday,2022-12-01,16,21.2
Thursday,2022-12-01,17,32.3
Friday,2022-12-02,9,24.3
Friday,2022-12-02,10,34.0
Friday,2022-12-02,11,9.0
Friday,2022-12-02,12,15.3
Friday,2022-12-02,13,17.4
Friday,2022-12-02,14,14.7
Friday,2022-12-02,15,24.7
Friday,2022-12-02,16,32.0
Friday,2022-12-02,17,10.0
Saturday,2022-12-03,9,13.4
Saturday,2022-12-03,10,5.6
Saturday,2022-12-03,11,7.9
Saturday,2022-12-03,12,14.6
Saturday,2022-12-03,13,6.0
Saturday,2022-12-03,14,19.6
Saturday,2022-12-03,15,12.5
Saturday,2022-12-03,16,14.9
Saturday,2022-12-03,17,19.0
Sunday,2022-12-04,9,16.4
Sunday,2022-12-04,10,14.1
Sunday,2022-12-04,11,20.1
Sunday,2022-12-04,12,13.3
Sunday,2022-12-04,13,9.3
Sunday,2022-12-04,14,18.1
Sunday,2022-12-04,15,15.6
Sunday,2022-12-04,16,22.7
Sunday,2022-12-04,17,15.4
Monday,2022-12-05,9,27.6
Monday,2022-12-05,10,12.2
Monday,2022-12-05,11,13.9
Monday,2022-12-05,12,7.8
Monday,2022-12-05,13,18.6
Monday,2022-12-05,14,29.3
Monday,2022-12-05,15,30.0
Monday,2022-12-05,16,24.8
Monday,2022-12-05,17,16.3
Tuesday,2022-12-06,9,27.0
Tuesday,2022-12-06,10,31.8
Tuesday,2022-12-06,11,29.6
Tuesday,2022-12-06,12,21.8
Tuesday,2022-12-06,13,23.7
Tuesday,2022-12-06,14,13.6
Tuesday,2022-12-06,15,15.0
Tuesday,2022-12-06,16,10.1
Tuesday,2022-12-06,17,26.4
Wednesday,2022-12-07,9,22.7
Wednesday,2022-12-07,10,29.8
Wednesday,2022-12-07,11,6.3
Wednesday,2022-12-07,12,18.5
Wednesday,2022-12-07,13,10.9
Wednesday,2022-12-07,14,21.6
Wednesday,2022-12-07,15,16.4
Wednesday,2022-12-07,16,13.5
Wednesday,2022-12-07,17,10.9
Thursday,2022-12-08,9,17.7
Thursday,2022-12-08,10,14.4
Thursday,2022-12-08,11,16.3
Thursday,2022-12-08,12,20.7
Thursday,2022-12-08,13,7.4
Thursday,2022-12-08,14,10.0
Thursday,2022-12-08,15,26.3
Thursday,2022-12-08,16,10.4
Thursday,2022-12-08,17,19.3
Friday,2022-12-09,9,31.0
Friday,2022-12-09,10,11.0
Friday,2022-12-09,11,29.1
Friday,2022-12-09,12,12.9
Friday,2022-12-09,13,7.6
Friday,2022-12-09,14,22.4
Friday,2022-12-09,15,6.8
Friday,2022-12-09,16,8.8
Friday,2022-12-09,17,18.0
Saturday,2022-12-10,9,24.4
Saturday,2022-12-10,10,15.6
Saturday,2022-12-10,11,10.8
Saturday,2022-12-10,12,6.8
Saturday,2022-12-10,13,15.9
Saturday,2022-12-10,14,17.4
Saturday,2022-12-10,15,9.7
Saturday,2022-12-10,16,17.9
Saturday,2022-12-10,17,16.0
Sunday,2022-12-11,9,9.7
Sunday,2022-12-11,10,11.6
Sunday,2022-12-11,11,13.2
Sunday,2022-12-11,12,9.3
Sunday,2022-12-11,13,13.4
Sunday,2022-12-11,14,16.1
Sunday,2022-12-11,15,18.3
