counter_id,queue_length,status,processing_rate,delay,capacity,neighbor_counter_id,distance,reroute_capacity,is_connected
C,37,0,4.55,19,40,E,2.42,10,1
C,37,0,4.55,19,40,D,4.94,5,1
D,12,1,2.8,2,49,B,3.43,8,1
D,12,1,2.8,2,49,E,4.69,13,1
E,30,0,1.12,1,38,A,3.61,10,1
E,30,0,1.12,1,38,D,4.84,18,1
E,30,0,1.12,1,38,C,4.44,18,1
A,34,0,1.06,18,51,B,3.64,13,1
A,34,0,1.06,18,51,C,1.66,6,1
B,39,0,3.6,9,32,E,2.82,7,1
B,39,0,3.6,9,32,D,2.26,18,1
B,39,0,3.6,9,32,C,2.63,19,1
B,39,0,3.6,9,32,A,1.48,10,1
C,4,0,2.8,25,49,E,2.74,13,1
C,4,0,2.8,25,49,B,3.8,15,1
C,4,0,2.8,25,49,D,1.08,7,1
C,4,0,2.8,25,49,A,2.12,15,1
D,27,1,1.41,30,50,C,0.72,18,1
D,27,1,1.41,30,50,A,3.44,9,1
D,27,1,1.41,30,50,B,3.59,13,1
D,27,1,1.41,30,50,E,1.21,8,1
E,35,1,3.51,15,52,A,4.03,15,1
E,35,1,3.51,15,52,B,4.91,18,1
A,23,1,4.55,27,43,E,2.31,8,1
A,23,1,4.55,27,43,B,1.95,12,1
A,23,1,4.55,27,43,D,4.36,18,1
A,23,1,4.55,27,43,C,2.12,5,1
B,24,0,2.02,30,46,C,3.39,13,1
B,24,0,2.02,30,46,D,1.9,13,1
B,24,0,2.02,30,46,A,2.26,17,1
B,24,0,2.02,30,46,E,2.72,20,1
C,2,0,1.01,29,50,B,0.5,12,1
C,2,0,1.01,29,50,A,0.7,7,1
C,2,0,1.01,29,50,E,3.33,11,1
D,46,0,2.86,25,53,B,1.96,8,1
D,46,0,2.86,25,53,E,2.56,12,1
D,46,0,2.86,25,53,C,1.03,13,1
D,46,0,2.86,25,53,A,4.38,12,1
E,9,0,4.02,5,44,C,0.79,10,1
E,9,0,4.02,5,44,D,1.88,14,1
A,35,0,2.03,21,42,B,4.47,14,1
A,35,0,2.03,21,42,D,2.23,12,1
B,21,1,4.77,5,58,C,1.72,16,1
B,21,1,4.77,5,58,D,1.51,13,1
B,21,1,4.77,5,58,E,2.25,19,1
B,21,1,4.77,5,58,A,3.74,16,1
C,13,1,1.55,14,58,B,1.75,8,1
C,13,1,1.55,14,58,A,4.65,9,1
C,13,1,1.55,14,58,D,3.99,7,1
D,49,0,3.46,1,57,B,0.92,10,1
D,49,0,3.46,1,57,C,3.49,6,1
D,49,0,3.46,1,57,A,0.85,18,1
D,49,0,3.46,1,57,E,4.33,19,1
E,9,1,4.4,20,45,D,3.42,18,1
E,9,1,4.4,20,45,A,1.76,5,1
E,9,1,4.4,20,45,B,5,12,1
A,20,0,1.97,14,36,E,1.07,7,1
A,20,0,1.97,14,36,D,2.25,20,1
B,19,0,4.13,13,44,A,1.31,8,1
B,19,0,4.13,13,44,E,3.3,18,1
B,19,0,4.13,13,44,C,1.46,10,1
B,19,0,4.13,13,44,D,1.73,6,1
C,22,1,2.69,27,55,E,3.09,19,1
C,22,1,2.69,27,55,B,0.61,17,1
C,22,1,2.69,27,55,D,2.85,18,1
C,22,1,2.69,27,55,A,4.25,11,1
D,24,0,1.11,14,36,B,1.4,19,1
D,24,0,1.11,14,36,A,1.14,10,1
D,24,0,1.11,14,36,E,3.58,17,1
E,13,1,2.27,23,59,B,3.77,8,1
E,13,1,2.27,23,59,D,4.74,14,1
E,13,1,2.27,23,59,C,2.26,9,1
E,13,1,2.27,23,59,A,2.72,9,1
A,25,0,3,30,36,E,3.49,19,1
A,25,0,3,30,36,C,0.81,11,1
B,14,1,4.97,19,44,C,4.91,20,1
B,14,1,4.97,19,44,A,1.79,20,1
C,27,1,3.77,12,56,A,2.5,5,1
C,27,1,3.77,12,56,E,4.75,20,1
D,21,1,1.79,28,41,A,3.07,18,1
D,21,1,1.79,28,41,B,1.08,9,1
E,45,1,3.99,6,40,A,1.33,7,1
E,45,1,3.99,6,40,C,1.21,8,1
E,45,1,3.99,6,40,B,2.14,8,1
E,45,1,3.99,6,40,D,2.98,6,1
A,32,0,2.09,23,47,B,3.85,9,1
A,32,0,2.09,23,47,E,4.07,7,1
A,32,0,2.09,23,47,D,4.57,6,1
B,0,0,1.51,24,31,C,4.12,11,1
B,0,0,1.51,24,31,E,2.43,7,1
B,0,0,1.51,24,31,D,2.58,8,1
B,0,0,1.51,24,31,A,2.76,11,1
C,35,1,3.43,10,34,B,4.83,11,1
C,35,1,3.43,10,34,D,2.34,20,1
D,47,1,3.2,8,46,A,4.23,20,1
D,47,1,3.2,8,46,C,2.09,8,1
D,47,1,3.2,8,46,B,2.61,13,1
D,47,1,3.2,8,46,E,3.2,19,1
E,13,1,3.43,29,38,D,1.93,17,1
E,13,1,3.43,29,38,B,1.36,16,1
E,13,1,3.43,29,38,A,1.73,6,1
A,13,0,2.16,22,54,E,4.27,17,1
A,13,0,2.16,22,54,B,3.74,15,1
A,13,0,2.16,22,54,C,3.22,12,1
A,13,0,2.16,22,54,D,2.92,13,1
B,21,1,3.31,19,41,C,3.76,15,1
B,21,1,3.31,19,41,D,4.67,5,1
B,21,1,3.31,19,41,A,4.37,15,1
C,5,0,2.23,6,41,B,2.31,15,1
C,5,0,2.23,6,41,E,3.32,5,1
D,50,0,3.03,26,45,B,0.8,5,1
D,50,0,3.03,26,45,A,2.48,17,1
D,50,0,3.03,26,45,E,3.75,13,1
E,42,0,4.99,6,60,A,1.29,20,1
E,42,0,4.99,6,60,D,0.74,14,1
E,42,0,4.99,6,60,C,3.54,20,1
A,37,0,1.66,26,59,B,2.57,8,1
A,37,0,1.66,26,59,C,1.75,8,1
A,37,0,1.66,26,59,D,2.72,11,1
A,37,0,1.66,26,59,E,1.86,10,1
B,0,1,4.27,9,39,C,1.63,12,1
B,0,1,4.27,9,39,A,0.76,18,1
B,0,1,4.27,9,39,E,1.56,13,1
B,0,1,4.27,9,39,D,2.83,16,1
C,33,0,4.98,18,60,A,4.54,19,1
C,33,0,4.98,18,60,D,1.48,6,1
C,33,0,4.98,18,60,B,0.55,20,1
C,33,0,4.98,18,60,E,2.39,17,1
D,8,0,4.99,22,41,E,3.55,9,1
D,8,0,4.99,22,41,A,4.44,19,1
D,8,0,4.99,22,41,C,4.7,15,1
D,8,0,4.99,22,41,B,0.94,20,1
E,0,1,3.73,16,43,B,2.69,14,1
E,0,1,3.73,16,43,D,4.65,6,1
A,20,0,3.22,24,39,C,3.24,7,1
A,20,0,3.22,24,39,E,4.03,18,1
A,20,0,3.22,24,39,D,1.56,19,1
B,46,0,3.2,17,39,D,2.75,18,1
B,46,0,3.2,17,39,A,3.77,7,1
B,46,0,3.2,17,39,E,1.7,16,1
B,46,0,3.2,17,39,C,3.59,19,1
C,44,0,1.46,22,34,A,2.55,12,1
C,44,0,1.46,22,34,B,0.6,6,1
D,50,1,2.08,21,36,B,1.45,12,1
D,50,1,2.08,21,36,A,3.34,14,1
E,15,1,3.83,21,43,D,4.04,12,1
E,15,1,3.83,21,43,B,2.43,20,1
A,42,1,2.95,14,37,B,1.54,11,1
A,42,1,2.95,14,37,D,4.26,18,1
A,42,1,2.95,14,37,C,2.62,5,1
A,42,1,2.95,14,37,E,1.27,16,1
B,7,0,2.57,10,57,C,2.26,5,1
B,7,0,2.57,10,57,E,2.62,12,1
B,7,0,2.57,10,57,A,1.58,14,1
C,25,1,2.56,10,45,B,1.67,6,1
C,25,1,2.56,10,45,E,2.97,17,1
D,45,1,1.63,22,31,E,4.57,6,1
D,45,1,1.63,22,31,C,3.45,20,1
E,15,0,4.84,5,31,C,4.75,17,1
E,15,0,4.84,5,31,D,1.1,13,1
E,15,0,4.84,5,31,B,1.79,13,1
A,32,1,1.35,16,35,B,3.33,14,1
A,32,1,1.35,16,35,E,4.86,14,1
A,32,1,1.35,16,35,C,1.84,6,1
B,6,1,2.07,3,36,A,2.36,19,1
B,6,1,2.07,3,36,E,1.49,18,1
B,6,1,2.07,3,36,D,2.54,11,1
C,41,1,3.31,22,56,D,4.44,16,1
C,41,1,3.31,22,56,B,2.94,19,1
D,11,1,3.73,2,56,E,0.83,14,1
D,11,1,3.73,2,56,A,1.11,8,1
D,11,1,3.73,2,56,C,0.72,13,1
E,20,0,3.8,13,50,A,3.67,12,1
E,20,0,3.8,13,50,C,1.59,12,1
A,32,1,1.86,24,40,D,1.63,15,1
A,32,1,1.86,24,40,E,1.83,19,1
B,13,0,2.89,18,57,A,4.15,11,1
B,13,0,2.89,18,57,C,4.76,17,1
B,13,0,2.89,18,57,E,4.1,14,1
B,13,0,2.89,18,57,D,2.88,18,1
C,7,1,2.82,21,49,A,2.47,18,1
C,7,1,2.82,21,49,B,3,14,1
C,7,1,2.82,21,49,D,4.69,6,1
C,7,1,2.82,21,49,E,2.61,9,1
D,36,0,2.05,25,56,B,3.36,17,1
D,36,0,2.05,25,56,A,1.78,13,1
D,36,0,2.05,25,56,C,3.13,17,1
D,36,0,2.05,25,56,E,4.18,11,1
E,49,1,1.29,16,40,B,2.13,7,1
E,49,1,1.29,16,40,D,4.02,16,1
E,49,1,1.29,16,40,C,3.01,20,1
E,49,1,1.29,16,40,A,3.63,8,1
A,5,1,2.29,17,32,B,4.14,9,1
A,5,1,2.29,17,32,D,3.25,15,1
A,5,1,2.29,17,32,C,1.27,17,1
A,5,1,2.29,17,32,E,4.65,14,1
B,48,0,2.38,6,52,A,2.22,13,1
B,48,0,2.38,6,52,E,2.44,5,1
B,48,0,2.38,6,52,C,1.41,15,1
B,48,0,2.38,6,52,D,4.01,19,1
C,4,0,3.54,14,35,B,1.51,11,1
C,4,0,3.54,14,35,A,4.21,11,1
C,4,0,3.54,14,35,D,4.1,20,1
D,28,0,1.59,23,39,C,4.84,11,1
D,28,0,1.59,23,39,E,1.43,17,1
E,33,0,2.67,1,32,B,3.74,14,1
E,33,0,2.67,1,32,A,2.59,6,1
E,33,0,2.67,1,32,C,4.57,18,1
A,16,1,2.54,21,43,C,3.52,6,1
A,16,1,2.54,21,43,D,3.71,6,1
A,16,1,2.54,21,43,E,4.18,18,1
B,17,0,2.06,25,31,E,1.94,5,1
B,17,0,2.06,25,31,C,4.12,16,1
B,17,0,2.06,25,31,D,1.37,7,1
B,17,0,2.06,25,31,A,2.29,6,1
C,12,0,3.03,11,39,B,1.7,15,1
C,12,0,3.03,11,39,E,2.14,7,1
C,12,0,3.03,11,39,D,1.22,10,1
C,12,0,3.03,11,39,A,4.47,9,1
D,6,0,4.29,20,44,B,4.01,15,1
D,6,0,4.29,20,44,A,1.62,7,1
E,7,1,1.55,23,40,B,1.39,11,1
E,7,1,1.55,23,40,D,1.11,10,1
A,45,0,4.52,22,36,C,4.64,14,1
A,45,0,4.52,22,36,B,1.03,8,1
A,45,0,4.52,22,36,E,4.74,6,1
B,43,1,3.4,13,39,A,0.74,20,1
B,43,1,3.4,13,39,C,2.01,9,1
B,43,1,3.4,13,39,E,1.56,14,1
B,43,1,3.4,13,39,D,0.87,17,1
C,26,0,1.07,5,59,B,2.99,11,1
C,26,0,1.07,5,59,A,2.27,20,1
C,26,0,1.07,5,59,D,2.53,8,1
D,40,1,2.98,28,53,E,2.93,20,1
D,40,1,2.98,28,53,C,1.36,6,1
E,29,1,2.99,6,34,B,2.43,8,1
E,29,1,2.99,6,34,C,2.73,11,1
E,29,1,2.99,6,34,A,4.94,14,1
A,35,1,3.61,6,52,C,2.7,12,1
A,35,1,3.61,6,52,D,3.65,16,1
B,14,0,2.58,29,58,D,4.58,13,1
B,14,0,2.58,29,58,C,3.14,13,1
C,35,1,1.31,28,41,A,3.09,17,1
C,35,1,1.31,28,41,E,4.79,20,1
C,35,1,1.31,28,41,B,3.56,6,1
D,1,0,4.07,2,36,A,4.1,13,1
D,1,0,4.07,2,36,E,4.22,15,1
D,1,0,4.07,2,36,C,4.95,12,1
D,1,0,4.07,2,36,B,4.53,6,1
E,28,1,1.35,4,39,D,2.53,18,1
E,28,1,1.35,4,39,A,2.17,17,1
E,28,1,1.35,4,39,B,0.59,7,1
A,8,0,4.61,27,58,E,2.99,18,1
A,8,0,4.61,27,58,C,3.07,8,1
B,45,1,3.23,28,31,C,1.42,9,1
B,45,1,3.23,28,31,D,1.03,14,1
C,11,0,3.19,20,53,A,1.61,8,1
C,11,0,3.19,20,53,B,1.84,16,1
C,11,0,3.19,20,53,E,4.11,9,1
C,11,0,3.19,20,53,D,0.73,16,1
D,8,1,2.19,24,30,B,2.83,9,1
D,8,1,2.19,24,30,C,2.65,11,1
D,8,1,2.19,24,30,A,4.03,17,1
D,8,1,2.19,24,30,E,2.8,7,1
E,12,1,1.78,3,41,C,4.82,16,1
E,12,1,1.78,3,41,A,1.56,16,1
A,40,0,3.88,27,30,E,1.46,12,1
A,40,0,3.88,27,30,D,1.76,17,1
A,40,0,3.88,27,30,C,1.67,8,1
B,34,0,2.19,28,34,A,2.5,20,1
B,34,0,2.19,28,34,D,2.7,14,1
B,34,0,2.19,28,34,E,3.25,6,1
C,45,1,3.22,16,46,D,4.42,17,1
C,45,1,3.22,16,46,B,1.84,6,1
C,45,1,3.22,16,46,A,1.04,7,1
D,16,1,4.23,16,35,E,1.77,17,1
D,16,1,4.23,16,35,B,3.53,11,1
E,20,1,2.63,15,39,A,1.09,18,1
E,20,1,2.63,15,39,D,3.84,13,1
E,20,1,2.63,15,39,B,1.58,9,1
A,38,1,4.99,11,41,D,0.62,18,1
A,38,1,4.99,11,41,E,2.28,20,1
A,38,1,4.99,11,41,B,2.93,15,1
A,38,1,4.99,11,41,C,2.15,10,1
B,2,0,4.96,9,43,C,4.67,5,1
B,2,0,4.96,9,43,A,2.57,6,1
B,2,0,4.96,9,43,D,4,16,1
C,47,0,3.75,6,51,B,4.75,5,1
C,47,0,3.75,6,51,E,3.85,17,1
C,47,0,3.75,6,51,A,0.98,7,1
C,47,0,3.75,6,51,D,1.42,6,1
D,8,0,2.92,8,38,E,2.95,15,1
D,8,0,2.92,8,38,B,3.81,12,1
E,5,1,2.51,23,55,A,1.63,8,1
E,5,1,2.51,23,55,D,3.13,8,1
E,5,1,2.51,23,55,B,2.49,7,1
A,19,1,1.25,17,32,D,1.93,13,1
A,19,1,1.25,17,32,E,0.61,15,1
B,10,0,3.36,6,49,E,4,17,1
B,10,0,3.36,6,49,D,4.19,13,1
C,1,1,3.43,2,40,E,4.41,12,1
C,1,1,3.43,2,40,A,3.69,11,1
C,1,1,3.43,2,40,B,1.29,11,1
C,1,1,3.43,2,40,D,3.24,12,1
D,45,0,3.26,25,35,C,1.75,12,1
D,45,0,3.26,25,35,B,4.79,19,1
D,45,0,3.26,25,35,E,0.85,18,1
E,5,0,2.09,27,42,B,1.86,9,1
E,5,0,2.09,27,42,C,3.54,14,1
E,5,0,2.09,27,42,A,3.13,15,1
E,5,0,2.09,27,42,D,0.91,10,1
A,38,0,3.61,26,60,C,3.5,9,1
A,38,0,3.61,26,60,E,0.94,20,1
B,41,0,2.92,6,60,E,1.85,5,1
B,41,0,2.92,6,60,D,1,5,1
B,41,0,2.92,6,60,C,3.32,20,1
C,39,0,3.04,30,58,B,3.8,10,1
C,39,0,3.04,30,58,D,3.04,7,1
C,39,0,3.04,30,58,A,3.36,11,1
D,39,0,4.87,26,58,C,4.68,13,1
D,39,0,4.87,26,58,B,3.35,18,1
E,25,0,1.17,20,37,C,2.73,18,1
E,25,0,1.17,20,37,A,0.8,16,1
A,33,1,3.18,30,43,C,4.44,6,1
A,33,1,3.18,30,43,B,4.82,12,1
B,15,1,2.92,13,32,E,4.69,10,1
B,15,1,2.92,13,32,D,4.47,19,1
B,15,1,2.92,13,32,A,4.19,9,1
C,38,0,3.09,21,58,D,3.77,19,1
C,38,0,3.09,21,58,A,3.91,5,1
C,38,0,3.09,21,58,E,4.87,20,1
D,49,1,3.1,25,35,C,0.93,13,1
D,49,1,3.1,25,35,B,2.1,17,1
D,49,1,3.1,25,35,E,4.01,7,1
D,49,1,3.1,25,35,A,1.07,15,1
E,29,1,2.14,20,42,A,3.12,19,1
E,29,1,2.14,20,42,B,2.98,5,1
E,29,1,2.14,20,42,D,3.13,11,1
E,29,1,2.14,20,42,C,1.09,13,1
A,8,0,4.11,14,55,D,4.5,6,1
A,8,0,4.11,14,55,B,3.35,20,1
A,8,0,4.11,14,55,E,4.04,5,1
A,8,0,4.11,14,55,C,4.23,18,1
B,46,0,1.67,17,42,C,3.71,5,1
B,46,0,1.67,17,42,E,1.98,9,1
B,46,0,1.67,17,42,A,1.72,8,1
C,34,0,4.66,14,31,D,4.56,12,1
C,34,0,4.66,14,31,E,3.16,13,1
D,21,1,2.84,9,56,A,3.19,10,1
D,21,1,2.84,9,56,E,0.7,8,1
D,21,1,2.84,9,56,C,3.58,12,1
E,22,1,3.47,25,44,A,0.62,11,1
E,22,1,3.47,25,44,B,2.67,17,1
E,22,1,3.47,25,44,C,0.81,14,1
E,22,1,3.47,25,44,D,0.59,12,1
A,22,0,3.99,14,52,C,3.89,12,1
A,22,0,3.99,14,52,D,4.1,5,1
A,22,0,3.99,14,52,E,1.85,16,1
B,34,1,1.06,8,38,D,4.29,16,1
B,34,1,1.06,8,38,E,1.39,14,1
B,34,1,1.06,8,38,C,4.59,11,1
C,39,1,4.18,11,33,A,3.89,12,1
C,39,1,4.18,11,33,E,1.37,11,1
C,39,1,4.18,11,33,D,2.67,14,1
C,39,1,4.18,11,33,B,3.67,16,1
D,28,0,1.54,8,45,C,3.44,10,1
D,28,0,1.54,8,45,B,0.91,13,1
D,28,0,1.54,8,45,A,2.17,19,1
E,20,1,2.62,26,49,B,4.46,11,1
E,20,1,2.62,26,49,A,2.91,14,1
E,20,1,2.62,26,49,D,1.51,5,1
E,20,1,2.62,26,49,C,1.84,6,1
A,33,1,4.76,11,42,B,3.68,10,1
A,33,1,4.76,11,42,C,3.98,10,1
A,33,1,4.76,11,42,E,4.34,11,1
A,33,1,4.76,11,42,D,4.88,20,1
B,15,0,3.3,21,52,D,3.43,8,1
B,15,0,3.3,21,52,E,3.39,14,1
B,15,0,3.3,21,52,C,4.25,9,1
B,15,0,3.3,21,52,A,4.89,11,1
C,50,1,2.52,26,53,B,3.4,15,1
C,50,1,2.52,26,53,D,3.78,14,1
D,15,0,2.68,27,31,C,2.03,16,1
D,15,0,2.68,27,31,B,3.43,15,1
D,15,0,2.68,27,31,A,2.97,20,1
D,15,0,2.68,27,31,E,1.62,8,1
E,12,1,2.25,16,46,A,2.27,9,1
E,12,1,2.25,16,46,B,2.63,17,1
E,12,1,2.25,16,46,D,4.56,5,1
E,12,1,2.25,16,46,C,3.56,17,1
A,9,0,4.49,22,38,B,4.03,18,1
A,9,0,4.49,22,38,C,1.25,19,1
A,9,0,4.49,22,38,D,3.16,11,1
A,9,0,4.49,22,38,E,2.11,5,1
B,23,0,1.87,18,32,A,2.82,15,1
B,23,0,1.87,18,32,E,4.98,7,1
B,23,0,1.87,18,32,C,0.79,20,1
C,11,0,4.01,19,46,E,0.52,11,1
C,11,0,4.01,19,46,B,3.88,20,1
D,9,1,2.03,28,34,C,1.16,10,1
D,9,1,2.03,28,34,A,2.4,10,1
D,9,1,2.03,28,34,E,1.49,9,1
D,9,1,2.03,28,34,B,4.18,16,1
E,31,0,3.33,18,57,A,2.42,7,1
E,31,0,3.33,18,57,C,1.83,7,1
A,47,0,4.94,17,44,B,3.67,14,1
A,47,0,4.94,17,44,C,2.61,12,1
A,47,0,4.94,17,44,E,2.13,5,1
B,24,1,3.24,3,58,E,1.63,20,1
B,24,1,3.24,3,58,C,1,7,1
B,24,1,3.24,3,58,D,3,8,1
C,23,1,1.82,23,46,D,2.06,16,1
C,23,1,1.82,23,46,E,1.98,13,1
C,23,1,1.82,23,46,A,1.77,10,1
C,23,1,1.82,23,46,B,4.51,5,1
D,49,0,4.82,17,58,B,0.76,12,1
D,49,0,4.82,17,58,C,4.57,13,1
D,49,0,4.82,17,58,A,1.56,14,1
D,49,0,4.82,17,58,E,3.79,20,1
E,11,0,4.15,29,36,A,4.49,8,1
E,11,0,4.15,29,36,D,3.41,15,1
E,11,0,4.15,29,36,B,4.07,8,1
E,11,0,4.15,29,36,C,2.02,12,1
A,49,1,1.97,6,44,E,2.4,18,1
A,49,1,1.97,6,44,D,4.97,11,1
A,49,1,1.97,6,44,B,1.63,12,1
B,15,1,1.28,5,39,C,4.2,17,1
B,15,1,1.28,5,39,A,3.99,12,1
C,39,1,1.88,8,31,B,4.95,8,1
C,39,1,1.88,8,31,E,3.62,16,1
C,39,1,1.88,8,31,A,1.35,17,1
D,42,1,3.5,25,41,E,2.29,12,1
D,42,1,3.5,25,41,A,4.49,15,1
E,16,0,4.81,2,33,C,1.81,17,1
E,16,0,4.81,2,33,B,1.73,16,1
A,0,1,1.03,19,40,B,4.93,19,1
A,0,1,1.03,19,40,C,1.68,6,1
B,28,0,3.23,3,35,C,3.61,11,1
B,28,0,3.23,3,35,D,2.1,7,1
C,47,1,4.89,24,55,B,2.16,16,1
C,47,1,4.89,24,55,E,2.85,7,1
D,0,1,2.75,10,49,A,2.65,10,1
D,0,1,2.75,10,49,B,3.66,6,1
D,0,1,2.75,10,49,C,1.04,14,1
E,17,1,1.68,24,48,D,2.97,7,1
E,17,1,1.68,24,48,B,3.57,9,1
A,45,0,4.08,5,30,E,2.78,16,1
A,45,0,4.08,5,30,C,3.86,12,1
B,10,0,3.99,5,31,E,3.42,7,1
B,10,0,3.99,5,31,D,1.68,12,1
B,10,0,3.99,5,31,A,1.32,15,1
C,4,1,4.45,16,54,B,1.37,14,1
C,4,1,4.45,16,54,D,2.71,11,1
C,4,1,4.45,16,54,A,3.54,13,1
D,35,1,2.75,27,54,B,4.7,13,1
D,35,1,2.75,27,54,A,4.88,15,1
D,35,1,2.75,27,54,C,0.88,20,1
D,35,1,2.75,27,54,E,2.21,20,1
E,26,1,3.9,11,52,C,1.69,8,1
E,26,1,3.9,11,52,B,1.57,13,1
A,2,0,2.25,28,35,E,2.67,20,1
A,2,0,2.25,28,35,B,3.54,13,1
B,13,1,4.49,27,32,E,3.35,13,1
B,13,1,4.49,27,32,C,1.16,17,1
B,13,1,4.49,27,32,D,1.13,16,1
B,13,1,4.49,27,32,A,4.47,8,1
C,25,1,4.08,11,53,B,4.98,7,1
C,25,1,4.08,11,53,A,0.55,13,1
D,37,1,4.01,1,56,B,4.1,6,1
D,37,1,4.01,1,56,A,1.5,19,1
E,12,1,1.1,30,46,A,1.96,13,1
E,12,1,1.1,30,46,D,3.85,12,1
A,18,1,2.19,3,41,B,3.84,6,1
A,18,1,2.19,3,41,E,1.14,14,1
B,15,0,1.73,3,59,E,1.37,19,1
B,15,0,1.73,3,59,A,4.25,12,1
B,15,0,1.73,3,59,D,4.61,16,1
C,0,1,2.61,20,38,A,1.66,7,1
C,0,1,2.61,20,38,B,3.15,18,1
C,0,1,2.61,20,38,D,3.8,16,1
C,0,1,2.61,20,38,E,4.53,7,1
D,13,0,2.75,24,44,E,2.7,8,1
D,13,0,2.75,24,44,C,3.94,13,1
D,13,0,2.75,24,44,A,0.99,15,1
D,13,0,2.75,24,44,B,4.11,9,1
E,26,1,3.76,28,31,C,2.66,15,1
E,26,1,3.76,28,31,D,1.07,15,1
E,26,1,3.76,28,31,B,1.59,14,1
E,26,1,3.76,28,31,A,2.33,19,1
A,2,1,2.94,5,34,D,1.44,8,1
A,2,1,2.94,5,34,E,1.11,17,1
A,2,1,2.94,5,34,C,1.62,5,1
B,9,0,3.29,17,47,D,4.45,9,1
B,9,0,3.29,17,47,C,0.7,6,1
C,11,0,4.11,11,48,E,2.4,10,1
C,11,0,4.11,11,48,B,1.9,16,1
C,11,0,4.11,11,48,A,1.65,10,1
D,10,1,4.18,7,39,C,1.28,7,1
D,10,1,4.18,7,39,B,4.54,6,1
D,10,1,4.18,7,39,A,4.43,7,1
E,35,0,4.64,8,37,A,4.1,18,1
E,35,0,4.64,8,37,C,1.28,10,1
A,40,0,1.88,24,42,C,1.89,10,1
A,40,0,1.88,24,42,E,0.56,10,1
B,16,1,1.62,0,59,A,4.06,20,1
B,16,1,1.62,0,59,E,3.61,8,1
B,16,1,1.62,0,59,C,0.88,12,1
B,16,1,1.62,0,59,D,2.09,7,1
C,29,1,3.15,20,35,E,2.49,6,1
C,29,1,3.15,20,35,A,3.53,7,1
C,29,1,3.15,20,35,D,2.61,8,1
D,7,0,1.63,30,56,A,0.82,14,1
D,7,0,1.63,30,56,B,1.41,17,1
D,7,0,1.63,30,56,E,0.72,16,1
D,7,0,1.63,30,56,C,0.75,6,1
E,47,1,3.41,28,39,B,2.42,16,1
E,47,1,3.41,28,39,D,3.73,16,1
E,47,1,3.41,28,39,C,4.59,20,1
A,39,0,3.18,6,31,E,3.76,10,1
A,39,0,3.18,6,31,B,1.66,11,1
A,39,0,3.18,6,31,C,1.71,11,1
B,26,0,1.82,5,30,C,0.72,6,1
B,26,0,1.82,5,30,D,4.09,10,1
C,18,0,1.89,15,44,A,3.37,14,1
C,18,0,1.89,15,44,D,0.93,11,1
D,45,1,4.98,28,54,E,3.37,6,1
D,45,1,4.98,28,54,B,1.18,17,1
E,15,0,2.54,19,54,D,0.74,14,1
E,15,0,2.54,19,54,C,2.6,9,1
A,16,0,4.06,0,51,D,4.08,5,1
A,16,0,4.06,0,51,B,0.89,17,1
A,16,0,4.06,0,51,C,2.6,16,1
B,1,0,4.25,26,30,A,3.54,17,1
B,1,0,4.25,26,30,C,1.08,8,1
C,24,1,1.64,16,38,A,4.26,12,1
C,24,1,1.64,16,38,E,4.42,20,1
C,24,1,1.64,16,38,D,0.91,8,1
D,4,1,4.47,26,55,B,2.7,14,1
D,4,1,4.47,26,55,A,1.62,6,1
D,4,1,4.47,26,55,E,4.08,19,1
D,4,1,4.47,26,55,C,1.23,9,1
E,10,1,4.5,27,52,B,3.8,11,1
E,10,1,4.5,27,52,C,0.93,6,1
A,39,0,4.02,4,40,D,1.69,17,1
A,39,0,4.02,4,40,E,1.15,11,1
A,39,0,4.02,4,40,C,1.41,9,1
A,39,0,4.02,4,40,B,3.46,15,1
B,21,0,2.41,21,34,C,0.8,9,1
B,21,0,2.41,21,34,E,4.05,13,1
B,21,0,2.41,21,34,A,2.77,19,1
B,21,0,2.41,21,34,D,3.58,7,1
C,26,1,4.02,30,30,E,4.93,13,1
C,26,1,4.02,30,30,B,4.22,14,1
C,26,1,4.02,30,30,D,0.63,13,1
C,26,1,4.02,30,30,A,2.07,8,1
D,10,1,1.28,8,33,C,1.4,9,1
D,10,1,1.28,8,33,B,2.89,14,1
D,10,1,1.28,8,33,E,3.32,9,1
E,31,1,3.36,27,47,D,4.32,12,1
E,31,1,3.36,27,47,C,2.65,11,1
A,31,1,3.96,27,54,E,2.99,14,1
A,31,1,3.96,27,54,B,4.05,17,1
A,31,1,3.96,27,54,D,2.59,18,1
B,19,0,3.39,26,34,C,3.31,8,1
B,19,0,3.39,26,34,D,4.35,8,1
B,19,0,3.39,26,34,E,4.77,7,1
B,19,0,3.39,26,34,A,3.81,9,1
C,36,0,4.48,4,30,B,4.12,18,1
C,36,0,4.48,4,30,E,4.56,12,1
C,36,0,4.48,4,30,A,1.58,14,1
C,36,0,4.48,4,30,D,3.31,13,1
D,39,0,4.61,6,36,B,4.96,19,1
D,39,0,4.61,6,36,C,0.71,7,1
D,39,0,4.61,6,36,E,3.71,17,1
E,44,0,5,11,55,A,4.53,7,1
E,44,0,5,11,55,B,3.42,16,1
E,44,0,5,11,55,C,2.46,5,1
A,36,1,2.7,25,50,B,1.04,20,1
A,36,1,2.7,25,50,C,4.1,11,1
B,0,1,1.59,11,54,C,2.47,17,1
B,0,1,1.59,11,54,A,4.49,10,1
B,0,1,1.59,11,54,E,0.63,8,1
